employee_id,department,designation,absenteeism_score,absenteeism_flag,overtime_hours,overtime_abuse_flag,salary_manipulation_score,salary_manipulation_flag,final_anomaly_score,risk_tier
EMP0021,Sales,Sales Executive,0.0,False,10,False,0.10240714021423247,False,0.12348405675320415,LOW
EMP0022,HR,HR Executive,1.0,True,3,False,0.0839877341225666,False,0.18240122226408917,LOW
EMP0023,Finance,Finance Manager,1.0,True,0,False,0.10456333860189149,False,0.28054617032222845,LOW
EMP0024,Marketing,Marketing Manager,0.0,False,3,False,0.09029910294907134,False,0.10894494717160111,LOW
EMP0025,Legal,Legal Manager,1.0,True,4,False,0.025919426652197153,False,0.37834212796817446,MEDIUM
EMP0026,Operations,Operations Analyst,1.0,True,15,True,0.050237096447488416,False,0.5183847731583673,MEDIUM
EMP0027,HR,HR Executive,1.0,True,7,False,0.03894593988898698,False,0.2024873325481722,LOW
EMP0028,Legal,Legal Associate,0.01,False,2,False,0.09639727640285467,False,0.24368457391378992,LOW
EMP0029,Sales,Sales Lead,0.01,False,3,False,0.09907013093188416,False,0.08708275057505477,LOW
EMP0030,Sales,Sales Lead,1.0,True,0,False,0.10192310599722637,False,0.10518640068776833,LOW
EMP0031,Sales,Sales Lead,1.0,True,0,False,0.1018106335661228,False,0.07824413708855447,LOW
EMP0032,Finance,Finance Analyst,1.0,True,12,False,0.1012824209182332,False,0.12682559071454816,LOW
EMP0033,Engineering,Tech Lead,1.0,True,1,False,0.1109190186393208,False,0.12593069692468423,LOW
EMP0034,Sales,Sales Executive,1.0,True,2,False,0.03950319903452326,False,0.18407483927077506,LOW
EMP0035,Marketing,Marketing Executive,0.0,False,4,False,0.041069962553115624,False,0.1847821946812414,LOW
EMP0036,Engineering,Tech Lead,0.0,False,3,False,0.03867560211750487,False,0.4847128399805324,MEDIUM
EMP0037,Marketing,Marketing Manager,1.0,True,0,False,0.09011475188676299,False,0.23867771534736232,LOW
EMP0038,Legal,Legal Associate,1.0,True,13,False,0.03002093204081302,False,0.3660134570551179,MEDIUM
EMP0039,Finance,Senior Analyst,1.0,True,5,False,0.11801899056007681,False,0.042123690267129685,LOW
EMP0040,Operations,Operations Manager,1.0,True,1,False,0.10485525735628964,False,0.17132739522627272,LOW
EMP0041,Finance,Finance Manager,1.0,True,3,False,0.05618835471659367,False,0.44225591418934135,MEDIUM
EMP0042,Legal,Legal Manager,1.0,True,1,False,0.0847461728018098,False,0.42977858738933616,MEDIUM
EMP0043,Operations,Ops Lead,1.0,True,4,False,0.08601166197087756,False,0.09429903568085685,LOW
EMP0044,HR,HR Manager,1.0,True,0,False,0.11455754020527953,False,0.026019575731241664,LOW
EMP0045,Engineering,Tech Lead,0.0,False,0,False,0.0483019487009172,False,0.2978230375849843,LOW
EMP0046,Marketing,Marketing Executive,0.99,True,0,False,0.10082673649307589,False,0.12427878705765671,LOW
EMP0047,Sales,Sales Executive,1.0,True,4,False,0.10026810350600307,False,0.1387502476870899,LOW
EMP0048,Marketing,Content Lead,1.0,True,1,False,0.09491514662282746,False,0.0861082942928976,LOW
EMP0049,Operations,Operations Manager,0.0,False,3,False,0.11430951145196838,False,0.0886059478021829,LOW
EMP0050,Legal,Legal Associate,0.0,False,14,True,0.10011193077411185,False,0.12374740258322127,LOW
EMP0051,Legal,Senior Counsel,1.0,True,13,False,0.04305028455946969,False,0.4079314978464176,MEDIUM
EMP0052,Finance,Senior Analyst,1.0,True,9,False,0.11388725529650068,False,0.04915588946649299,LOW
EMP0053,HR,HR Manager,1.0,True,2,False,0.07655992254621818,False,0.33123968141384796,MEDIUM
EMP0054,Sales,Regional Manager,0.01,False,4,False,0.08412054185612872,False,0.27925545592385975,LOW
EMP0055,Sales,Sales Executive,1.0,True,5,False,0.06957999161391254,False,0.11504790585353075,LOW
EMP0056,Engineering,Engineering Manager,0.99,True,4,False,0.09280126340395362,False,0.2875726966247655,LOW
EMP0057,Sales,Sales Lead,0.02,False,2,False,0.11560224968054972,False,0.02478248971015135,LOW
EMP0058,Finance,Finance Manager,0.01,False,2,False,0.09464022045169018,False,0.2869380610258234,LOW
EMP0059,Legal,Senior Counsel,1.0,True,7,False,-0.03213133191171813,True,0.502784293710139,MEDIUM
EMP0060,Operations,Operations Analyst,0.0,False,15,True,-0.034792412937896255,True,0.5889942287635318,MEDIUM
EMP0061,Marketing,Marketing Manager,1.0,True,4,False,0.08623408431870849,False,0.3666341044235917,MEDIUM
EMP0062,Legal,Legal Manager,1.0,True,0,False,0.0019719476001958114,False,0.38171395049311996,MEDIUM
EMP0063,HR,HR Executive,1.0,True,10,False,0.08779507332037467,False,0.14509818514463876,LOW
EMP0064,Marketing,Marketing Manager,0.0,False,4,False,0.11044330874663455,False,0.09886842562781914,LOW
EMP0065,HR,Talent Lead,0.0,False,1,False,0.06848488892194693,False,0.4863608139047459,MEDIUM
EMP0066,HR,HR Manager,0.0,False,1,False,0.11735115189646872,False,0.05821381182196657,LOW
EMP0067,Marketing,Marketing Manager,0.0,False,4,False,0.1113718795567788,False,0.22950399632341642,LOW
EMP0068,HR,HR Manager,0.0,False,1,False,0.10675463248175604,False,0.025599704390353847,LOW
EMP0069,Engineering,Senior Engineer,0.0,False,15,True,0.03678366075527756,False,0.5127199641628115,MEDIUM
EMP0070,Sales,Sales Executive,0.0,False,9,False,-0.14851853663832681,True,0.5941863600473587,MEDIUM
EMP0071,Legal,Legal Manager,0.01,False,0,False,-0.06448361932447011,True,0.7318387277690384,HIGH
EMP0072,Finance,Finance Analyst,1.0,True,7,False,-0.06141029300555412,True,0.44369904011659883,MEDIUM
EMP0073,Sales,Regional Manager,0.0,False,4,False,0.0788714028650721,False,0.5663800218108334,MEDIUM
EMP0074,Engineering,Tech Lead,0.99,True,3,False,0.1005075925671895,False,0.24951274966446083,LOW
EMP0075,Operations,Ops Lead,0.0,False,3,False,0.09334527922923253,False,0.305612858743759,MEDIUM
EMP0076,Sales,Sales Executive,0.0,False,5,False,0.0724634696514202,False,0.34209826136425586,MEDIUM
EMP0077,HR,Talent Lead,0.01,False,3,False,0.08791236864893781,False,0.11228568073912887,LOW
EMP0078,Finance,Finance Analyst,1.0,True,6,False,-0.0603054983803486,True,0.42955399635449804,MEDIUM
EMP0079,Sales,Sales Lead,1.0,True,3,False,0.05088457716763489,False,0.3102976045984493,MEDIUM
EMP0080,Operations,Operations Manager,0.0,False,2,False,0.0971930927579624,False,0.10506844363102928,LOW
EMP0081,Marketing,Marketing Manager,1.0,True,3,False,0.08899548449697331,False,0.2553620383753023,LOW
EMP0082,Sales,Regional Manager,0.0,False,1,False,0.11318589789823114,False,0.17641918041135218,LOW
EMP0083,Finance,Finance Manager,1.0,True,2,False,0.07976428904011867,False,0.16047123381907794,LOW
EMP0084,Legal,Senior Counsel,0.99,True,1,False,-0.019911209314389722,True,0.5908602296060933,MEDIUM
EMP0085,Operations,Operations Analyst,1.0,True,2,False,0.09087906035400589,False,0.11789908583171407,LOW
EMP0086,Operations,Operations Manager,1.0,True,4,False,0.10436797397456349,False,0.22860195255394608,LOW
EMP0087,Engineering,Engineering Manager,0.0,False,1,False,-0.06893403594965664,True,0.49976619304673386,MEDIUM
EMP0088,HR,Talent Lead,1.0,True,0,False,0.07013995302587889,False,0.29951727927220434,LOW
EMP0089,Legal,Senior Counsel,0.0,False,13,False,-0.02663575758807446,True,0.5906710970068043,MEDIUM
EMP0090,Legal,Legal Associate,1.0,True,15,True,0.11169439323993763,False,0.09773602713042984,LOW
EMP0091,Sales,Sales Lead,0.0,False,0,False,0.09099433839412174,False,0.1624367811986283,LOW
EMP0092,Legal,Senior Counsel,1.0,True,15,True,-0.006271470960287129,True,0.5988654684576541,MEDIUM
EMP0093,Legal,Legal Manager,0.0,False,1,False,-0.07887319714808716,True,0.7610326716310062,HIGH
EMP0094,HR,HR Manager,0.99,True,3,False,0.11429447196803261,False,0.02595467465936587,LOW
EMP0095,Marketing,Marketing Executive,1.0,True,3,False,0.03599901936127625,False,0.2013918712187302,LOW
EMP0096,HR,HR Executive,0.0,False,7,False,0.1013051056548559,False,0.11645122441605685,LOW
EMP0097,Finance,Finance Manager,1.0,True,4,False,0.09997957886285458,False,0.14376973876806354,LOW
EMP0098,Operations,Operations Manager,0.05,False,4,False,0.0875339291067419,False,0.13127739926678256,LOW
EMP0099,Operations,Operations Analyst,1.0,True,14,True,0.09077793879967866,False,0.3262122520544193,MEDIUM
EMP0100,Engineering,Senior Engineer,1.0,True,8,False,0.02265035330416626,False,0.313310330195946,MEDIUM
EMP0101,Legal,Senior Counsel,0.0,False,10,False,0.06313141692231405,False,0.6496579514386924,HIGH
EMP0102,Finance,Senior Analyst,0.99,True,3,False,0.0848402606394229,False,0.24747710088222102,LOW
EMP0103,Legal,Legal Manager,0.01,False,0,False,0.06246099511564407,False,0.41518523893789944,MEDIUM
EMP0104,Engineering,Junior Engineer,0.99,True,10,False,0.08926350398927885,False,0.11864555451250738,LOW
EMP0105,Legal,Legal Associate,1.0,True,11,False,0.07292371421821547,False,0.2895526215457971,LOW
EMP0106,Legal,Legal Associate,0.0,False,8,False,0.09043633008078933,False,0.2804777494570937,LOW
EMP0107,Legal,Legal Associate,1.0,True,8,False,-0.007736357987831677,True,0.36330375180647834,MEDIUM
EMP0108,Operations,Operations Manager,1.0,True,1,False,0.12192595776792003,False,0.08577633510430083,LOW
EMP0109,Sales,Regional Manager,1.0,True,2,False,0.02086768624536428,False,0.31235523069510607,MEDIUM
EMP0110,Operations,Operations Analyst,0.0,False,10,False,0.02197292397555184,False,0.407232908143934,MEDIUM
EMP0111,Finance,Senior Analyst,0.0,False,12,False,0.08487607997218588,False,0.35086816072257504,MEDIUM
EMP0112,Legal,Legal Associate,0.0,False,15,True,0.1178444675171117,False,0.1822659214190855,LOW
EMP0113,Sales,Sales Executive,0.01,False,0,False,0.0404658769063449,False,0.21155219548762144,LOW
EMP0114,Sales,Sales Executive,0.99,True,2,False,0.07792970119951809,False,0.1605634661773404,LOW
EMP0115,Sales,Sales Executive,0.0,False,11,True,0.0373697893377648,False,0.4783047966888355,MEDIUM
EMP0116,Sales,Sales Lead,1.0,True,0,False,0.08752468798366891,False,0.09818976598006766,LOW
EMP0117,Engineering,Engineering Manager,0.0,False,0,False,0.053722797691747703,False,0.5112258962957282,MEDIUM
EMP0118,Engineering,Tech Lead,0.0,False,0,False,0.08578025118337779,False,0.36846688662831417,MEDIUM
EMP0119,Finance,Finance Manager,0.0,False,4,False,0.08926843418007435,False,0.30093718969492583,MEDIUM
EMP0120,Engineering,Senior Engineer,0.0,False,11,False,0.11199621273967902,False,0.15575508639079538,LOW
EMP0121,Sales,Sales Executive,1.0,True,5,False,0.04974407157920041,False,0.40149737307434097,MEDIUM
EMP0122,Operations,Operations Analyst,0.0,False,3,False,0.08384810530674702,False,0.1293050103527351,LOW
EMP0123,Operations,Operations Analyst,1.0,True,0,False,0.07408054990685331,False,0.16829218546130084,LOW
EMP0124,Sales,Sales Executive,0.0,False,12,True,0.07760457917055275,False,0.29870543491865814,LOW
EMP0125,Legal,Legal Manager,0.02,False,3,False,-0.08894678258365474,True,0.6121557571781211,HIGH
EMP0126,Sales,Regional Manager,0.0,False,3,False,0.07125870987836647,False,0.40763672447562016,MEDIUM
EMP0127,Engineering,Engineering Manager,1.0,True,2,False,0.04323545790755823,False,0.41358100762596256,MEDIUM
EMP0128,Legal,Senior Counsel,0.0,False,13,False,0.1155700598846845,False,0.2118373059179305,LOW
EMP0129,Operations,Ops Lead,0.0,False,3,False,0.08834760589178386,False,0.31102000952957637,MEDIUM
EMP0130,Operations,Ops Lead,1.0,True,2,False,0.029443513048671488,False,0.3381435191218591,MEDIUM
EMP0131,Sales,Sales Lead,1.0,True,4,False,0.1035979457568561,False,0.019248467417788406,LOW
EMP0132,Sales,Regional Manager,0.0,False,0,False,0.11295671226821818,False,0.26392678794305985,LOW
EMP0133,Engineering,Engineering Manager,0.0,False,3,False,-0.07403702951474878,True,0.5822750150212566,MEDIUM
EMP0134,Sales,Regional Manager,0.0,False,4,False,0.059020984369130225,False,0.45864415003399833,MEDIUM
EMP0135,Legal,Senior Counsel,0.99,True,15,True,0.10333841513468056,False,0.24189183887775234,LOW
EMP0136,HR,HR Executive,0.0,False,6,False,0.0821647157584739,False,0.22074305671563577,LOW
EMP0137,Operations,Operations Manager,1.0,True,3,False,0.11553185453288312,False,0.10825733293958732,LOW
EMP0138,Engineering,Senior Engineer,1.0,True,15,True,0.09409638522753577,False,0.34608303717061695,MEDIUM
EMP0139,HR,Talent Lead,0.0,False,3,False,0.07560127512563752,False,0.2887275157024048,LOW
EMP0140,Sales,Sales Lead,1.0,True,0,False,0.0750439084167494,False,0.31023935299111977,MEDIUM
EMP0141,Marketing,Marketing Manager,0.0,False,2,False,0.04329287133267773,False,0.3499560360533929,MEDIUM
EMP0142,Finance,Senior Analyst,0.0,False,6,False,0.09429207367825759,False,0.051092534287545344,LOW
EMP0143,Finance,Finance Manager,0.0,False,4,False,0.08866335234598999,False,0.30006119741285303,MEDIUM
EMP0144,HR,Talent Lead,1.0,True,2,False,0.07242915166577452,False,0.2708714605191939,LOW
EMP0145,Marketing,Marketing Executive,0.0,False,10,False,0.09059992226086788,False,0.12454079785550376,LOW
EMP0146,Legal,Senior Counsel,1.0,True,15,True,0.08658508726098074,False,0.28353893736242997,LOW
EMP0147,Engineering,Tech Lead,1.0,True,1,False,0.07556196779833285,False,0.29371592674948505,LOW
EMP0148,Finance,Finance Manager,1.0,True,1,False,0.05141534790026281,False,0.3392055227046307,MEDIUM
EMP0149,Legal,Legal Manager,1.0,True,2,False,0.07195280544444738,False,0.523071195603322,MEDIUM
EMP0150,Engineering,Engineering Manager,0.0,False,3,False,-0.04111893919123433,True,0.5540395443903098,MEDIUM
EMP0151,Legal,Senior Counsel,0.0,False,15,True,0.007544579050845379,False,0.5946808730001126,MEDIUM
EMP0152,Finance,Senior Analyst,1.0,True,13,True,0.11292129652674643,False,0.1301736506884482,LOW
EMP0153,Marketing,Content Lead,1.0,True,1,False,0.07464734902167713,False,0.2829957962876769,LOW
EMP0154,HR,Talent Lead,0.0,False,3,False,0.1167911710640328,False,0.08670802650399698,LOW
EMP0155,Sales,Sales Executive,0.0,False,4,False,0.07308289928285089,False,0.3839986644670243,MEDIUM
EMP0156,Operations,Ops Lead,1.0,True,3,False,0.11666756619657198,False,0.05872658853197266,LOW
EMP0157,Engineering,Junior Engineer,0.0,False,10,False,0.04754270990654014,False,0.18410384149769182,LOW
EMP0158,Sales,Regional Manager,0.0,False,4,False,0.08319759626206802,False,0.2395170004146096,LOW
EMP0159,Sales,Sales Lead,0.0,False,2,False,0.09657560917012309,False,0.1115229706750771,LOW
EMP0160,Legal,Senior Counsel,1.0,True,9,False,0.0027242579378846665,False,0.6374329010711735,HIGH
EMP0161,Marketing,Content Lead,1.0,True,4,False,0.10989864928177273,False,0.04402420405003108,LOW
EMP0162,Operations,Ops Lead,1.0,True,1,False,0.09147736976225684,False,0.07545536773639475,LOW
EMP0163,HR,Talent Lead,0.0,False,4,False,0.10738719161832022,False,0.13440070183423858,LOW
EMP0164,HR,HR Manager,1.0,True,3,False,0.04628854048805897,False,0.296898147072837,LOW
EMP0165,HR,HR Manager,0.0,False,3,False,0.10340108417671717,False,0.03219165358268963,LOW
EMP0166,Legal,Legal Associate,1.0,True,11,False,0.0937888646605709,False,0.3130331714209234,MEDIUM
EMP0167,HR,HR Executive,1.0,True,1,False,0.01930220600859156,False,0.40112568767166645,MEDIUM
EMP0168,Finance,Senior Analyst,0.0,False,12,False,0.11184946064864493,False,0.14634524359890694,LOW
EMP0169,HR,Talent Lead,0.0,False,0,False,0.0971672019239117,False,0.1627231337681835,LOW
EMP0170,Engineering,Engineering Manager,1.0,True,1,False,0.08151674377201906,False,0.6862712396842092,HIGH
EMP0171,Engineering,Tech Lead,0.0,False,0,False,0.02937251865845586,False,0.4991408791622507,MEDIUM
EMP0172,Engineering,Tech Lead,1.0,True,3,False,0.05994724518139344,False,0.4594434552191593,MEDIUM
EMP0173,Legal,Senior Counsel,0.01,False,15,True,0.10674490190169472,False,0.36970909370438504,MEDIUM
EMP0174,Legal,Legal Associate,1.0,True,2,False,0.09616093987781943,False,0.08781681005563621,LOW
EMP0175,Operations,Operations Analyst,1.0,True,12,False,0.07082844136956684,False,0.3452401619174546,MEDIUM
EMP0176,Sales,Sales Lead,0.0,False,0,False,0.0865519395571579,False,0.3221947881550423,MEDIUM
EMP0177,Legal,Legal Associate,0.0,False,10,False,0.10501850458690976,False,0.12699674372135772,LOW
EMP0178,Finance,Finance Analyst,1.0,True,8,False,0.019762629208170568,False,0.38165403814083104,MEDIUM
EMP0179,Marketing,Marketing Executive,1.0,True,5,False,0.029392479846425568,False,0.39704870814442483,MEDIUM
EMP0180,Sales,Sales Executive,0.0,False,7,False,0.05765531995089773,False,0.16550299921282802,LOW
EMP0181,Marketing,Content Lead,1.0,True,4,False,0.10114314783687467,False,0.08843257339274924,LOW
EMP0182,Finance,Finance Manager,1.0,True,3,False,0.09281149906763331,False,0.34542405587441594,MEDIUM
EMP0183,Sales,Regional Manager,0.0,False,4,False,0.06926844495804019,False,0.3618364435816809,MEDIUM
EMP0184,Operations,Ops Lead,1.0,True,0,False,0.11146194114255958,False,0.05915328769280685,LOW
EMP0185,Sales,Sales Lead,1.0,True,2,False,0.09842397562519378,False,0.05348648326423607,LOW
EMP0186,Sales,Sales Executive,1.0,True,3,False,0.03842613823271701,False,0.15915460708654883,LOW
EMP0187,Finance,Finance Analyst,0.0,False,8,False,0.08625198147943364,False,0.13656254571017096,LOW
EMP0188,HR,HR Manager,1.0,True,4,False,0.10238757068292414,False,0.13046884226461192,LOW
EMP0189,Finance,Senior Analyst,0.0,False,4,False,0.10537063687690912,False,0.04091785945250457,LOW
EMP0190,HR,HR Executive,0.0,False,8,False,0.10835049751515224,False,0.161521267460646,LOW
EMP0191,Operations,Ops Lead,1.0,True,3,False,0.08363820822045265,False,0.25185710739673456,LOW
EMP0192,Operations,Operations Analyst,0.0,False,15,True,0.08159320927424313,False,0.33333649746755734,MEDIUM
EMP0193,Operations,Operations Analyst,0.0,False,6,False,0.07214674695396828,False,0.3734621595209093,MEDIUM
EMP0194,HR,Talent Lead,1.0,True,1,False,0.06398301036895154,False,0.5047645147160653,MEDIUM
EMP0195,Marketing,Content Lead,0.0,False,2,False,0.09027133080997768,False,0.30252182042679837,MEDIUM
EMP0196,Engineering,Tech Lead,1.0,True,2,False,0.08272052296208682,False,0.38820114872165856,MEDIUM
EMP0197,HR,Talent Lead,0.0,False,4,False,0.1015054173699711,False,0.1520446213663455,LOW
EMP0198,Engineering,Engineering Manager,0.02,False,4,False,0.0684128572934734,False,0.40072161235119064,MEDIUM
EMP0199,HR,Talent Lead,0.01,False,0,False,0.08225943487288057,False,0.3765794885659316,MEDIUM
EMP0200,Marketing,Content Lead,0.0,False,1,False,-0.012961591393995997,True,0.409663961411363,MEDIUM
EMP0201,HR,Talent Lead,1.0,True,0,False,0.09132794676971984,False,0.20799753274494018,LOW
EMP0202,Marketing,Content Lead,0.0,False,2,False,0.09693261354097754,False,0.24673406293332206,LOW
EMP0203,Sales,Regional Manager,1.0,True,2,False,0.08534334761372248,False,0.31827761809058897,MEDIUM
EMP0204,Operations,Operations Manager,0.0,False,1,False,0.057070545030343256,False,0.3046059684392153,MEDIUM
EMP0205,Sales,Sales Lead,0.0,False,4,False,0.004732570521343238,False,0.35147327335559453,MEDIUM
EMP0206,Finance,Finance Manager,0.0,False,1,False,0.11255652434782853,False,0.11035462691779398,LOW
EMP0207,Legal,Senior Counsel,1.0,True,5,False,0.08701540056633716,False,0.16175887851655163,LOW
EMP0208,Marketing,Marketing Manager,0.01,False,4,False,0.11568847810223509,False,0.0839546314099215,LOW
EMP0209,Finance,Finance Analyst,0.0,False,11,False,0.08538756753650428,False,0.14511320436397251,LOW
EMP0210,Legal,Legal Manager,1.0,True,2,False,0.024366537444921788,False,0.4140617324542055,MEDIUM
EMP0211,Finance,Senior Analyst,1.0,True,9,False,0.11085915210020386,False,0.06122076891289195,LOW
EMP0212,Legal,Legal Manager,0.0,False,0,False,-0.07252678814000513,True,0.7417746923995244,HIGH
EMP0213,Legal,Senior Counsel,0.0,False,3,False,0.021497156777832704,False,0.45963669017087233,MEDIUM
EMP0214,Sales,Regional Manager,0.0,False,3,False,0.08881231855015115,False,0.2823538191932963,LOW
EMP0215,Legal,Legal Associate,0.0,False,11,False,0.11809369925160468,False,0.11378824006474256,LOW
EMP0216,Finance,Finance Analyst,0.0,False,8,False,-0.02324873129228122,True,0.41774660168935784,MEDIUM
EMP0217,Engineering,Tech Lead,0.99,True,4,False,0.06358301841160385,False,0.3072657200577243,MEDIUM
EMP0218,Engineering,Tech Lead,0.0,False,3,False,0.03635544755128378,False,0.2912948940154896,LOW
EMP0219,Sales,Regional Manager,0.0,False,3,False,0.027790059945438483,False,0.4524159209851377,MEDIUM
EMP0220,Marketing,Content Lead,1.0,True,3,False,0.07125135856348569,False,0.2860891090728244,LOW
EMP0221,Engineering,Tech Lead,0.0,False,4,False,0.0765764393475662,False,0.35080945746211356,MEDIUM
EMP0222,Sales,Sales Lead,1.0,True,1,False,0.10766013382879619,False,0.09428984934151866,LOW
EMP0223,Operations,Operations Manager,0.0,False,0,False,0.07228245364792824,False,0.29197971466251355,LOW
EMP0224,Finance,Senior Analyst,1.0,True,14,True,0.10776514656317149,False,0.09012698512967762,LOW
EMP0225,Legal,Senior Counsel,0.0,False,2,False,0.09080277675033355,False,0.3056485968139752,MEDIUM
EMP0226,HR,Talent Lead,0.0,False,2,False,0.06964267110109285,False,0.2943927295766098,LOW
EMP0227,Legal,Legal Associate,0.0,False,4,False,0.0974069681160405,False,0.05517097753112842,LOW
EMP0228,Operations,Operations Manager,0.97,True,20,True,-0.15449973453648214,True,0.5939847266909795,MEDIUM
EMP0229,Sales,Sales Executive,0.0,False,3,False,0.0615479848173906,False,0.33676380992327354,MEDIUM
EMP0230,Finance,Finance Analyst,0.0,False,6,False,0.0934427984081207,False,0.18275149518606604,LOW
EMP0231,Sales,Regional Manager,1.0,True,4,False,0.0996813045352728,False,0.15311894962802286,LOW
EMP0232,Legal,Legal Manager,0.0,False,3,False,-0.06945912991473635,True,0.45903862226424297,MEDIUM
EMP0233,Engineering,Engineering Manager,1.0,True,4,False,0.06345017112795254,False,0.3789071169943324,MEDIUM
EMP0234,Legal,Legal Manager,1.0,True,0,False,0.008529234674775843,False,0.40797287452097264,MEDIUM
EMP0235,Sales,Sales Lead,1.0,True,0,False,0.028246292839839038,False,0.34483454168169314,MEDIUM
EMP0236,Legal,Senior Counsel,0.0,False,15,True,-0.064313890999523,True,0.7580904263452515,HIGH
EMP0237,Operations,Operations Analyst,1.0,True,0,False,0.09737398193856467,False,0.1334778127528404,LOW
EMP0238,Sales,Sales Executive,0.0,False,8,False,0.030007183173167695,False,0.43080957675497755,MEDIUM
EMP0239,HR,HR Executive,0.0,False,13,True,0.10615977562140116,False,0.32639117234823806,MEDIUM
EMP0240,Operations,Operations Analyst,0.0,False,4,False,0.09619378629200892,False,0.11685976253744054,LOW
EMP0241,Engineering,Tech Lead,0.0,False,2,False,0.09123375716449805,False,0.36254380505199224,MEDIUM
EMP0242,Operations,Operations Manager,1.0,True,1,False,0.08715575264560732,False,0.11816700916509384,LOW
EMP0243,Engineering,Engineering Manager,0.01,False,0,False,-0.07751643201159486,True,0.6209575995330697,HIGH
EMP0244,Operations,Ops Lead,0.0,False,0,False,0.09519345587010658,False,0.06436195078674038,LOW
EMP0245,Operations,Operations Manager,0.0,False,1,False,0.050840730854388894,False,0.3011812286260715,MEDIUM
EMP0246,Engineering,Engineering Manager,1.0,True,3,False,-0.012693212416033495,True,0.5579526360811761,MEDIUM
EMP0247,Legal,Legal Manager,1.0,True,0,False,0.10739869176432393,False,0.30375093829318567,MEDIUM
EMP0248,HR,HR Manager,1.0,True,0,False,0.10951171000184046,False,0.030510127415546977,LOW
EMP0249,Legal,Legal Associate,1.0,True,12,False,0.07189604781349057,False,0.35241512748947235,MEDIUM
EMP0250,Engineering,Engineering Manager,1.0,True,0,False,0.07336642262420423,False,0.39003887335624476,MEDIUM
EMP0251,Finance,Finance Analyst,1.0,True,5,False,0.06688268131643355,False,0.15076924934585084,LOW
EMP0252,Sales,Sales Lead,0.01,False,4,False,0.07621858971110845,False,0.2937853050878146,LOW
EMP0253,Finance,Finance Analyst,1.0,True,0,False,-0.0077283046046133785,True,0.39698334274616304,MEDIUM
EMP0254,HR,Talent Lead,1.0,True,2,False,0.08725518858780718,False,0.2987258262300974,LOW
EMP0255,Operations,Ops Lead,0.0,False,2,False,0.09086203581268221,False,0.31661791369228987,MEDIUM
EMP0256,Finance,Finance Analyst,1.0,True,10,False,0.004172804095843752,False,0.4152741779466814,MEDIUM
EMP0257,Operations,Operations Analyst,0.0,False,8,False,0.05542452256159497,False,0.34962180495137807,MEDIUM
EMP0258,Engineering,Tech Lead,0.02,False,0,False,0.0798841147708424,False,0.5988241138778665,MEDIUM
EMP0259,Finance,Senior Analyst,1.0,True,0,False,0.09284592873888575,False,0.24524486859548011,LOW
EMP0260,Operations,Operations Manager,0.01,False,1,False,0.08146935298345837,False,0.4934970443184171,MEDIUM
EMP0261,Legal,Legal Associate,0.01,False,0,False,0.09871080087732359,False,0.11718700254515088,LOW
EMP0262,Finance,Finance Manager,1.0,True,4,False,0.05160668717715483,False,0.4070822763819028,MEDIUM
